"동별","연령별","시점","계","한국인","등록외국인",
"혜화동","40~44세","2024 년","958","917","41",
"혜화동","40~44세","2025 년","897","854","43",
"혜화동","45~49세","2024 년","923","906","17",
"혜화동","45~49세","2025 년","962","940","22",
"혜화동","50~54세","2024 년","1283","1263","20",
"혜화동","50~54세","2025 년","1173","1153","20",
"혜화동","55~59세","2024 년","1072","1065","7",
"혜화동","55~59세","2025 년","1143","1132","11",
"혜화동","60~64세","2024 년","977","966","11",
"혜화동","60~64세","2025 년","967","956","11",
"혜화동","65~69세","2024 년","778","771","7",
"혜화동","65~69세","2025 년","786","779","7",
"혜화동","70~74세","2024 년","565","564","1",
"혜화동","70~74세","2025 년","612","610","2",
"혜화동","75~79세","2024 년","543","541","2",
"혜화동","75~79세","2025 년","534","532","2",
"혜화동","80~84세","2024 년","487","487","-",
"혜화동","80~84세","2025 년","493","493","-",
"혜화동","85~89세","2024 년","279","279","-",
"혜화동","85~89세","2025 년","280","280","-",
"혜화동","90~94세","2024 년","96","95","1",
"혜화동","90~94세","2025 년","108","107","1",
"혜화동","95~99세","2024 년","19","19","-",
"혜화동","95~99세","2025 년","20","20","-",
"혜화동","100세 이상","2024 년","6","6","-",
"혜화동","100세 이상","2025 년","7","7","-",
"창신1동","합계","2024 년","5423","4495","928",
"창신1동","합계","2025 년","5394","4416","978",
"창신1동","0~4세","2024 년","58","51","7",
"창신1동","0~4세","2025 년","63","56","7",
"창신1동","5~9세","2024 년","61","49","12",
"창신1동","5~9세","2025 년","56","39","17",
"창신1동","10~14세","2024 년","78","71","7",
"창신1동","10~14세","2025 년","71","65","6",
"창신1동","15~19세","2024 년","135","90","45",
"창신1동","15~19세","2025 년","130","80","50",
"창신1동","20~24세","2024 년","490","202","288",
"창신1동","20~24세","2025 년","483","181","302",
"창신1동","25~29세","2024 년","563","358","205",
"창신1동","25~29세","2025 년","550","330","220",
"창신1동","30~34세","2024 년","440","363","77",
"창신1동","30~34세","2025 년","448","361","87",
"창신1동","35~39세","2024 년","292","238","54",
"창신1동","35~39세","2025 년","305","245","60",
"창신1동","40~44세","2024 년","273","226","47",
"창신1동","40~44세","2025 년","260","210","50",
"창신1동","45~49세","2024 년","265","230","35",
"창신1동","45~49세","2025 년","274","236","38",
"창신1동","50~54세","2024 년","386","340","46",
"창신1동","50~54세","2025 년","344","305","39",
"창신1동","55~59세","2024 년","515","462","53",
"창신1동","55~59세","2025 년","486","434","52",
"창신1동","60~64세","2024 년","565","531","34",
"창신1동","60~64세","2025 년","537","511","26",
"창신1동","65~69세","2024 년","502","491","11",
"창신1동","65~69세","2025 년","535","518","17",
"창신1동","70~74세","2024 년","299","294","5",
"창신1동","70~74세","2025 년","330","325","5",
"창신1동","75~79세","2024 년","218","217","1",
"창신1동","75~79세","2025 년","225","224","1",
"창신1동","80~84세","2024 년","153","153","-",
"창신1동","80~84세","2025 년","158","158","-",
"창신1동","85~89세","2024 년","100","100","-",
"창신1동","85~89세","2025 년","105","105","-",
"창신1동","90~94세","2024 년","27","26","1",
"창신1동","90~94세","2025 년","29","28","1",
"창신1동","95~99세","2024 년","3","3","-",
"창신1동","95~99세","2025 년","5","5","-",
"창신1동","100세 이상","2024 년","-","-","-",
"창신1동","100세 이상","2025 년","-","-","-",
"창신2동","합계","2024 년","8574","7333","1241",
"창신2동","합계","2025 년","8456","7174","1282",
"창신2동","0~4세","2024 년","90","68","22",
"창신2동","0~4세","2025 년","92","68","24",
"창신2동","5~9세","2024 년","93","79","14",
"창신2동","5~9세","2025 년","90","75","15",
"창신2동","10~14세","2024 년","134","129","5",
"창신2동","10~14세","2025 년","113","109","4",
"창신2동","15~19세","2024 년","227","182","45",
"창신2동","15~19세","2025 년","224","169","55",
"창신2동","20~24세","2024 년","727","330","397",
"창신2동","20~24세","2025 년","678","270","408",
"창신2동","25~29세","2024 년","817","547","270",
"창신2동","25~29세","2025 년","783","510","273",
"창신2동","30~34세","2024 년","640","527","113",
"창신2동","30~34세","2025 년","644","519","125",
"창신2동","35~39세","2024 년","453","376","77",
"창신2동","35~39세","2025 년","438","362","76",
"창신2동","40~44세","2024 년","403","341","62",
"창신2동","40~44세","2025 년","429","363","66",
"창신2동","45~49세","2024 년","440","400","40",
"창신2동","45~49세","2025 년","417","372","45",
"창신2동","50~54세","2024 년","769","716","53",
"창신2동","50~54세","2025 년","689","642","47",
"창신2동","55~59세","2024 년","917","849","68",
"창신2동","55~59세","2025 년","911","843","68",
"창신2동","60~64세","2024 년","894","864","30",
"창신2동","60~64세","2025 년","869","841","28",
"창신2동","65~69세","2024 년","718","693","25",
"창신2동","65~69세","2025 년","746","720","26",
"창신2동","70~74세","2024 년","450","442","8",
"창신2동","70~74세","2025 년","501","493","8",
"창신2동","75~79세","2024 년","340","333","7",
"창신2동","75~79세","2025 년","363","355","8",
"창신2동","80~84세","2024 년","280","277","3",
"창신2동","80~84세","2025 년","267","263","4",
"창신2동","85~89세","2024 년","130","128","2",
"창신2동","85~89세","2025 년","144","142","2",
"창신2동","90~94세","2024 년","41","41","-",
"창신2동","90~94세","2025 년","44","44","-",
"창신2동","95~99세","2024 년","11","11","-",
"창신2동","95~99세","2025 년","14","14","-",
"창신2동","100세 이상","2024 년","-","-","-",
"창신2동","100세 이상","2025 년","-","-","-",
"창신3동","합계","2024 년","6446","6231","215",
"창신3동","합계","2025 년","6354","6128","226",
"창신3동","0~4세","2024 년","138","135","3",
"창신3동","0~4세","2025 년","131","128","3",
"창신3동","5~9세","2024 년","142","135","7",
"창신3동","5~9세","2025 년","125","120","5",
"창신3동","10~14세","2024 년","180","174","6",
"창신3동","10~14세","2025 년","157","150","7",
"창신3동","15~19세","2024 년","227","221","6",
"창신3동","15~19세","2025 년","234","229","5",
"창신3동","20~24세","2024 년","378","314","64",
"창신3동","20~24세","2025 년","359","280","79",
"창신3동","25~29세","2024 년","493","447","46",
"창신3동","25~29세","2025 년","450","412","38",
"창신3동","30~34세","2024 년","537","518","19",
"창신3동","30~34세","2025 년","554","532","22",
"창신3동","35~39세","2024 년","407","393","14",
"창신3동","35~39세","2025 년","395","383","12",
"창신3동","40~44세","2024 년","420","402","18",
"창신3동","40~44세","2025 년","408","393","15",
"창신3동","45~49세","2024 년","390","379","11",
"창신3동","45~49세","2025 년","362","346","16",
"창신3동","50~54세","2024 년","534","523","11",
"창신3동","50~54세","2025 년","516","506","10",
"창신3동","55~59세","2024 년","603","600","3",
"창신3동","55~59세","2025 년","607","601","6",
"창신3동","60~64세","2024 년","602","600","2",
"창신3동","60~64세","2025 년","573","570","3",
"창신3동","65~69세","2024 년","503","501","2",
"창신3동","65~69세","2025 년","537","536","1",
"창신3동","70~74세","2024 년","317","316","1",
"창신3동","70~74세","2025 년","356","354","2",
"창신3동","75~79세","2024 년","239","238","1",
"창신3동","75~79세","2025 년","241","240","1",
"창신3동","80~84세","2024 년","193","193","-",
"창신3동","80~84세","2025 년","193","193","-",
"창신3동","85~89세","2024 년","96","95","1",
"창신3동","85~89세","2025 년","103","102","1",
"창신3동","90~94세","2024 년","38","38","-",
"창신3동","90~94세","2025 년","39","39","-",
"창신3동","95~99세","2024 년","8","8","-",
"창신3동","95~99세","2025 년","13","13","-",
"창신3동","100세 이상","2024 년","1","1","-",
"창신3동","100세 이상","2025 년","1","1","-",
"숭인1동","합계","2024 년","6075","5728","347",
"숭인1동","합계","2025 년","6067","5713","354",
"숭인1동","0~4세","2024 년","83","76","7",
"숭인1동","0~4세","2025 년","88","82","6",
"숭인1동","5~9세","2024 년","95","91","4",
"숭인1동","5~9세","2025 년","96","93","3",
"숭인1동","10~14세","2024 년","161","157","4",
"숭인1동","10~14세","2025 년","152","149","3",
"숭인1동","15~19세","2024 년","182","170","12",
"숭인1동","15~19세","2025 년","178","170","8",
"숭인1동","20~24세","2024 년","346","280","66",
"숭인1동","20~24세","2025 년","315","242","73",
"숭인1동","25~29세","2024 년","499","431","68",
"숭인1동","25~29세","2025 년","504","442","62",
"숭인1동","30~34세","2024 년","474","445","29",
"숭인1동","30~34세","2025 년","477","444","33",
"숭인1동","35~39세","2024 년","397","356","41",
"숭인1동","35~39세","2025 년","381","347","34",
"숭인1동","40~44세","2024 년","395","374","21",
"숭인1동","40~44세","2025 년","427","399","28",
"숭인1동","45~49세","2024 년","412","391","21",
"숭인1동","45~49세","2025 년","414","396","18",
"숭인1동","50~54세","2024 년","581","551","30",
"숭인1동","50~54세","2025 년","530","498","32",
"숭인1동","55~59세","2024 년","532","506","26",
"숭인1동","55~59세","2025 년","557","531","26",
"숭인1동","60~64세","2024 년","562","553","9",
"숭인1동","60~64세","2025 년","558","544","14",
"숭인1동","65~69세","2024 년","469","463","6",
"숭인1동","65~69세","2025 년","460","452","8",
"숭인1동","70~74세","2024 년","300","298","2",
"숭인1동","70~74세","2025 년","350","346","4",
"숭인1동","75~79세","2024 년","248","247","1",
"숭인1동","75~79세","2025 년","255","253","2",
"숭인1동","80~84세","2024 년","196","196","-",
"숭인1동","80~84세","2025 년","178","178","-",
"숭인1동","85~89세","2024 년","96","96","-",
"숭인1동","85~89세","2025 년","98","98","-",
"숭인1동","90~94세","2024 년","34","34","-",
"숭인1동","90~94세","2025 년","36","36","-",
"숭인1동","95~99세","2024 년","12","12","-",
"숭인1동","95~99세","2025 년","12","12","-",
"숭인1동","100세 이상","2024 년","1","1","-",
"숭인1동","100세 이상","2025 년","1","1","-",
"숭인2동","합계","2024 년","11073","10074","999",
"숭인2동","합계","2025 년","11439","10237","1202",
"숭인2동","0~4세","2024 년","101","99","2",
"숭인2동","0~4세","2025 년","133","125","8",
"숭인2동","5~9세","2024 년","99","96","3",
"숭인2동","5~9세","2025 년","91","89","2",
"숭인2동","10~14세","2024 년","118","116","2",
"숭인2동","10~14세","2025 년","119","117","2",
"숭인2동","15~19세","2024 년","202","150","52",
"숭인2동","15~19세","2025 년","245","176","69",
"숭인2동","20~24세","2024 년","1164","798","366",
"숭인2동","20~24세","2025 년","1147","695","452",
"숭인2동","25~29세","2024 년","1944","1662","282",
"숭인2동","25~29세","2025 년","1978","1631","347",
"숭인2동","30~34세","2024 년","1448","1361","87",
"숭인2동","30~34세","2025 년","1551","1437","114",
"숭인2동","35~39세","2024 년","735","679","56",
"숭인2동","35~39세","2025 년","853","795","58",
"숭인2동","40~44세","2024 년","549","521","28",
"숭인2동","40~44세","2025 년","584","554","30",
"숭인2동","45~49세","2024 년","538","522","16",
"숭인2동","45~49세","2025 년","542","520","22",
"숭인2동","50~54세","2024 년","740","705","35",
"숭인2동","50~54세","2025 년","693","660","33",
"숭인2동","55~59세","2024 년","822","798","24",
"숭인2동","55~59세","2025 년","813","793","20",
"숭인2동","60~64세","2024 년","766","740","26",
"숭인2동","60~64세","2025 년","777","755","22",
"숭인2동","65~69세","2024 년","687","673","14",
"숭인2동","65~69세","2025 년","684","667","17",
"숭인2동","70~74세","2024 년","439","435","4",
"숭인2동","70~74세","2025 년","487","484","3",
"숭인2동","75~79세","2024 년","323","321","2",
"숭인2동","75~79세","2025 년","334","331","3",
"숭인2동","80~84세","2024 년","248","248","-",
"숭인2동","80~84세","2025 년","234","234","-",
"숭인2동","85~89세","2024 년","111","111","-",
"숭인2동","85~89세","2025 년","126","126","-",
"숭인2동","90~94세","2024 년","32","32","-",
"숭인2동","90~94세","2025 년","36","36","-",
"숭인2동","95~99세","2024 년","6","6","-",
"숭인2동","95~99세","2025 년","12","12","-",
"숭인2동","100세 이상","2024 년","1","1","-",
"숭인2동","100세 이상","2025 년","-","-","-",
"중구","합계","2024 년","131214","120544","10670",
"중구","합계","2025 년","128444","117805","10639",
"중구","0~4세","2024 년","2775","2562","213",
"중구","0~4세","2025 년","2691","2507","184",
"중구","5~9세","2024 년","3048","2754","294",
"중구","5~9세","2025 년","2765","2470","295",
"중구","10~14세","2024 년","3057","2803","254",
"중구","10~14세","2025 년","2984","2723","261",
"중구","15~19세","2024 년","3604","3080","524",
"중구","15~19세","2025 년","3689","3081","608",
"중구","20~24세","2024 년","8309","6346","1963",
